                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.56279,                0.47936,                 1.1596,                0.98144,                      1,                  0.994,                 0.9002,                0.48652,                0.44318,                 1.0284,             0.00083083,             0.00083083,             0.00083083
                    155,                0.55959,                0.46183,                 1.1297,                0.98162,                      1,                  0.994,                0.88126,                0.51771,                0.39106,                 1.0287,             0.00082533,             0.00082533,             0.00082533
                    156,                0.56783,                0.47038,                 1.1093,                0.98162,                      1,                  0.994,                0.88126,                0.51771,                0.39106,                 1.0287,             0.00081983,             0.00081983,             0.00081983
                    157,                0.64268,                0.57262,                 1.2469,                0.98137,                      1,                 0.9945,                0.91218,                0.45551,                0.36719,                0.99086,             0.00081433,             0.00081433,             0.00081433
                    158,                0.60259,                0.50787,                 1.1652,                0.98137,                      1,                 0.9945,                0.91218,                0.45551,                0.36719,                0.99086,             0.00080883,             0.00080883,             0.00080883
                    159,                0.60531,                  0.507,                 1.1746,                0.98079,                      1,                 0.9945,                0.92317,                 0.4038,                0.34638,                0.95451,             0.00080333,             0.00080333,             0.00080333
                    160,                0.49416,                 0.4005,                 1.0414,                0.98079,                      1,                 0.9945,                0.92317,                 0.4038,                0.34638,                0.95451,             0.00079783,             0.00079783,             0.00079783
                    161,                0.54536,                0.45543,                 1.0919,                0.97891,                      1,                0.99217,                0.92206,                0.37676,                0.34641,                0.93523,             0.00079233,             0.00079233,             0.00079233
                    162,                0.58406,                0.48581,                 1.2167,                0.97891,                      1,                0.99217,                0.92206,                0.37676,                0.34641,                0.93523,             0.00078682,             0.00078682,             0.00078682
                    163,                0.53616,                0.43996,                 1.0488,                   0.98,                      1,                0.98467,                0.92268,                0.37289,                0.36664,                0.93276,             0.00078132,             0.00078132,             0.00078132
                    164,                 0.4998,                0.42035,                 1.1133,                   0.98,                      1,                0.98467,                0.92268,                0.37289,                0.36664,                0.93276,             0.00077582,             0.00077582,             0.00077582
                    165,                0.52848,                0.48247,                 1.0851,                0.97958,                      1,                0.98183,                 0.9361,                0.37987,                0.38646,                0.93641,             0.00077032,             0.00077032,             0.00077032
                    166,                0.53449,                0.49391,                  1.171,                0.97958,                      1,                0.98183,                 0.9361,                0.37987,                0.38646,                0.93641,             0.00076482,             0.00076482,             0.00076482
                    167,                0.53562,                0.45855,                 1.1175,                0.97903,                      1,                  0.983,                0.94345,                0.38329,                0.37957,                0.93393,             0.00075932,             0.00075932,             0.00075932
                    168,                0.55575,                0.46476,                 1.1237,                0.97903,                      1,                  0.983,                0.94345,                0.38329,                0.37957,                0.93393,             0.00075382,             0.00075382,             0.00075382
                    169,                0.58799,                0.47003,                 1.1146,                0.98016,                      1,                0.98467,                0.93225,                0.40316,                0.35631,                0.94731,             0.00074832,             0.00074832,             0.00074832
                    170,                0.64471,                0.53069,                 1.2181,                0.98016,                      1,                0.98467,                0.93225,                0.40316,                0.35631,                0.94731,             0.00074282,             0.00074282,             0.00074282
                    171,                 0.5651,                0.45979,                 1.1088,                0.98128,                      1,                 0.9865,                 0.9313,                0.39154,                0.34867,                 0.9394,             0.00073731,             0.00073731,             0.00073731
                    172,                0.54842,                0.46635,                  1.107,                0.98128,                      1,                 0.9865,                 0.9313,                0.39154,                0.34867,                 0.9394,             0.00073181,             0.00073181,             0.00073181
                    173,                0.51886,                0.42666,                 1.0952,                0.98147,                      1,                0.98767,                0.92594,                0.39227,                0.34929,                0.93399,             0.00072631,             0.00072631,             0.00072631
                    174,                0.52762,                0.45128,                 1.1357,                0.98147,                      1,                0.98767,                0.92594,                0.39227,                0.34929,                0.93399,             0.00072081,             0.00072081,             0.00072081
                    175,                0.52504,                0.44392,                 1.0838,                0.98084,                      1,                0.98817,                0.90133,                0.44783,                0.35737,                0.98827,             0.00071531,             0.00071531,             0.00071531
                    176,                0.57578,                0.46542,                 1.1532,                0.98084,                      1,                0.98817,                0.90133,                0.44783,                0.35737,                0.98827,             0.00070981,             0.00070981,             0.00070981
                    177,                0.49271,                0.39584,                 1.0509,                0.97983,                      1,                0.98883,                0.90615,                0.44158,                0.36271,                 0.9947,             0.00070431,             0.00070431,             0.00070431
                    178,                0.52672,                0.45046,                 1.1492,                0.97983,                      1,                0.98883,                0.90615,                0.44158,                0.36271,                 0.9947,             0.00069881,             0.00069881,             0.00069881
                    179,                 0.5177,                0.45219,                 1.0874,                 0.9784,                      1,                 0.9825,                0.90274,                0.40386,                0.36005,                0.98441,             0.00069331,             0.00069331,             0.00069331
                    180,                0.49298,                0.41684,                 1.0799,                 0.9784,                      1,                 0.9825,                0.90274,                0.40386,                0.36005,                0.98441,              0.0006878,              0.0006878,              0.0006878
                    181,                0.52282,                0.45289,                 1.0866,                0.97734,                      1,                0.98067,                0.91725,                0.35426,                0.36071,                0.97065,              0.0006823,              0.0006823,              0.0006823
                    182,                0.55051,                0.43255,                 1.1151,                0.97734,                      1,                0.98067,                0.91725,                0.35426,                0.36071,                0.97065,              0.0006768,              0.0006768,              0.0006768
                    183,                0.54157,                0.45957,                 1.1561,                 0.9766,                      1,                0.98417,                0.94086,                0.33746,                0.36507,                0.96534,              0.0006713,              0.0006713,              0.0006713
                    184,                0.56515,                0.43151,                 1.0972,                 0.9766,                      1,                0.98417,                0.94086,                0.33746,                0.36507,                0.96534,              0.0006658,              0.0006658,              0.0006658
                    185,                0.43509,                0.38962,                 1.0877,                 0.9774,                      1,                0.98933,                0.94839,                0.35166,                0.37179,                0.97806,              0.0006603,              0.0006603,              0.0006603
                    186,                 0.5259,                 0.4882,                 1.0905,                 0.9774,                      1,                0.98933,                0.94839,                0.35166,                0.37179,                0.97806,              0.0006548,              0.0006548,              0.0006548
                    187,                0.51415,                 0.4661,                 1.0852,                0.97847,                      1,                  0.991,                0.93746,                0.36695,                0.36572,                0.98549,              0.0006493,              0.0006493,              0.0006493
                    188,                0.50497,                0.41057,                 1.1223,                0.97847,                      1,                  0.991,                0.93746,                0.36695,                0.36572,                0.98549,              0.0006438,              0.0006438,              0.0006438
                    189,                0.50945,                0.42036,                 1.1499,                0.97993,                      1,                 0.9865,                 0.9466,                0.36462,                0.34252,                0.96439,             0.00063829,             0.00063829,             0.00063829
                    190,                0.52317,                0.41688,                 1.0894,                0.97993,                      1,                 0.9865,                 0.9466,                0.36462,                0.34252,                0.96439,             0.00063279,             0.00063279,             0.00063279
                    191,                0.47439,                0.41668,                 1.0321,                0.98053,                      1,                0.98767,                0.94455,                0.35668,                0.31942,                0.95372,             0.00062729,             0.00062729,             0.00062729
                    192,                0.50482,                0.39978,                 1.0347,                0.98053,                      1,                0.98767,                0.94455,                0.35668,                0.31942,                0.95372,             0.00062179,             0.00062179,             0.00062179
                    193,                0.51582,                0.44893,                 1.0733,                0.98055,                      1,                  0.991,                0.92927,                0.37681,                0.35004,                0.96098,             0.00061629,             0.00061629,             0.00061629
                    194,                0.46545,                0.38667,                 1.0398,                0.98055,                      1,                  0.991,                0.92927,                0.37681,                0.35004,                0.96098,             0.00061079,             0.00061079,             0.00061079
                    195,                0.48623,                0.40404,                 1.0706,                0.98048,                      1,                  0.991,                0.93738,                0.37091,                0.36686,                0.95668,             0.00060529,             0.00060529,             0.00060529
                    196,                0.48392,                0.43295,                 1.0731,                0.98048,                      1,                  0.991,                0.93738,                0.37091,                0.36686,                0.95668,             0.00059979,             0.00059979,             0.00059979
                    197,                0.48637,                0.41166,                 1.0466,                 0.9807,                      1,                0.99217,                 0.9441,                0.35583,                0.36175,                0.93734,             0.00059429,             0.00059429,             0.00059429
                    198,                0.46202,                 0.4097,                 1.0794,                 0.9807,                      1,                0.99217,                 0.9441,                0.35583,                0.36175,                0.93734,             0.00058878,             0.00058878,             0.00058878
                    199,                0.47577,                0.39288,                 1.0848,                0.98096,                      1,                 0.9905,                 0.9343,                0.34863,                 0.3279,                 0.9323,             0.00058328,             0.00058328,             0.00058328
                    200,                0.49801,                0.43539,                 1.0691,                0.98096,                      1,                 0.9905,                 0.9343,                0.34863,                 0.3279,                 0.9323,             0.00057778,             0.00057778,             0.00057778
                    201,                0.49984,                0.39765,                   1.09,                0.98093,                      1,                  0.991,                0.93577,                0.36187,                0.32348,                0.94925,             0.00057228,             0.00057228,             0.00057228
                    202,                0.48734,                0.43131,                 1.0575,                0.98093,                      1,                  0.991,                0.93577,                0.36187,                0.32348,                0.94925,             0.00056678,             0.00056678,             0.00056678
                    203,                0.48581,                0.41625,                 1.0267,                0.98082,                      1,                0.98983,                0.93116,                0.37333,                0.32858,                0.96346,             0.00056128,             0.00056128,             0.00056128
                    204,                0.44517,                0.40602,                 1.0463,                0.98082,                      1,                0.98983,                0.93116,                0.37333,                0.32858,                0.96346,             0.00055578,             0.00055578,             0.00055578
                    205,                 0.5393,                0.43775,                 1.1374,                0.98014,                      1,                0.98933,                0.93219,                0.37245,                0.35179,                0.96522,             0.00055028,             0.00055028,             0.00055028
                    206,                0.45364,                 0.4139,                 1.0448,                0.98014,                      1,                0.98933,                0.93219,                0.37245,                0.35179,                0.96522,             0.00054478,             0.00054478,             0.00054478
                    207,                0.51138,                0.43849,                 1.0731,                0.97914,                      1,                  0.987,                0.93383,                0.39049,                0.36996,                0.98347,             0.00053927,             0.00053927,             0.00053927
                    208,                0.45996,                0.41102,                 1.0183,                0.97914,                      1,                  0.987,                0.93383,                0.39049,                0.36996,                0.98347,             0.00053377,             0.00053377,             0.00053377
                    209,                 0.5199,                0.40083,                 1.0929,                0.97828,                      1,                  0.987,                0.93451,                0.38382,                0.36787,                0.97343,             0.00052827,             0.00052827,             0.00052827
                    210,                0.54878,                 0.4278,                 1.1768,                0.97828,                      1,                  0.987,                0.93451,                0.38382,                0.36787,                0.97343,             0.00052277,             0.00052277,             0.00052277
                    211,                0.50914,                0.43275,                 1.1153,                0.97828,                      1,                0.98983,                0.94508,                0.34933,                 0.3489,                0.94777,             0.00051727,             0.00051727,             0.00051727
                    212,                0.45342,                0.38896,                  1.041,                0.97828,                      1,                0.98983,                0.94508,                0.34933,                 0.3489,                0.94777,             0.00051177,             0.00051177,             0.00051177
                    213,                 0.5473,                 0.4206,                 1.1144,                0.97915,                      1,                  0.991,                 0.9437,                  0.354,                0.33364,                0.94855,             0.00050627,             0.00050627,             0.00050627
                    214,                0.54832,                0.40907,                 1.1273,                0.97915,                      1,                  0.991,                 0.9437,                  0.354,                0.33364,                0.94855,             0.00050077,             0.00050077,             0.00050077
                    215,                0.50271,                 0.4159,                 1.0271,                0.97931,                      1,                0.99167,                0.92998,                0.40332,                0.32495,                 0.9868,             0.00049527,             0.00049527,             0.00049527
                    216,                0.44905,                0.37147,                 1.0541,                0.97931,                      1,                0.99167,                0.92998,                0.40332,                0.32495,                 0.9868,             0.00048976,             0.00048976,             0.00048976
                    217,                0.47853,                0.37947,                 1.0845,                 0.9792,                      1,                 0.9905,                 0.9183,                0.40237,                0.32585,                0.98539,             0.00048426,             0.00048426,             0.00048426
                    218,                0.45225,                0.35881,                   1.02,                 0.9792,                      1,                 0.9905,                 0.9183,                0.40237,                0.32585,                0.98539,             0.00047876,             0.00047876,             0.00047876
                    219,                0.49793,                0.41882,                 1.0849,                0.97925,                      1,                0.98533,                0.93165,                0.37092,                 0.3325,                0.96489,             0.00047326,             0.00047326,             0.00047326
                    220,                0.45233,                0.37983,                 1.0095,                0.97925,                      1,                0.98533,                0.93165,                0.37092,                 0.3325,                0.96489,             0.00046776,             0.00046776,             0.00046776
                    221,                0.48937,                0.41537,                 1.1131,                0.97928,                      1,                0.98467,                0.94815,                0.32781,                0.31192,                0.92325,             0.00046226,             0.00046226,             0.00046226
                    222,                0.47729,                0.36558,                 1.0726,                0.97928,                      1,                0.98467,                0.94815,                0.32781,                0.31192,                0.92325,             0.00045676,             0.00045676,             0.00045676
                    223,                0.47588,                0.39895,                 1.0563,                0.97992,                      1,                0.98767,                0.94307,                0.33404,                0.30672,                0.92415,             0.00045126,             0.00045126,             0.00045126
                    224,                0.47914,                0.38509,                 1.1411,                0.97992,                      1,                0.98767,                0.94307,                0.33404,                0.30672,                0.92415,             0.00044576,             0.00044576,             0.00044576
                    225,                0.43235,                0.38125,                  1.024,                0.97979,                      1,                0.98817,                 0.9326,                0.36477,                0.31503,                0.94024,             0.00044025,             0.00044025,             0.00044025
                    226,                0.43707,                0.36749,                 1.0322,                0.97979,                      1,                0.98817,                 0.9326,                0.36477,                0.31503,                0.94024,             0.00043475,             0.00043475,             0.00043475
                    227,                0.45057,                0.35491,                  1.033,                0.97993,                      1,                  0.987,                0.93748,                0.36154,                0.31093,                0.93426,             0.00042925,             0.00042925,             0.00042925
                    228,                 0.4603,                0.35384,                 1.0125,                0.97993,                      1,                  0.987,                0.93748,                0.36154,                0.31093,                0.93426,             0.00042375,             0.00042375,             0.00042375
                    229,                 0.4418,                0.38575,                 1.0726,                0.98056,                      1,                0.98467,                0.94342,                0.33014,                0.30516,                0.91988,             0.00041825,             0.00041825,             0.00041825
                    230,                0.39462,                0.36644,                0.98587,                0.98056,                      1,                0.98467,                0.94342,                0.33014,                0.30516,                0.91988,             0.00041275,             0.00041275,             0.00041275
                    231,                0.43635,                0.35145,                 1.0196,                0.98035,                      1,                  0.987,                0.94482,                0.33347,                0.29839,                0.91746,             0.00040725,             0.00040725,             0.00040725
                    232,                0.48729,                0.40144,                 1.0815,                0.98035,                      1,                  0.987,                0.94482,                0.33347,                0.29839,                0.91746,             0.00040175,             0.00040175,             0.00040175
                    233,                0.48674,                0.38387,                  1.065,                0.98071,                      1,                0.99217,                0.95129,                0.34577,                0.30603,                0.92752,             0.00039625,             0.00039625,             0.00039625
                    234,                0.45697,                0.35614,                 1.0638,                0.98071,                      1,                0.99217,                0.95129,                0.34577,                0.30603,                0.92752,             0.00039074,             0.00039074,             0.00039074
                    235,                 0.4751,                0.42019,                  1.066,                 0.9809,                      1,                0.99333,                0.95023,                0.34508,                0.31765,                0.92879,             0.00038524,             0.00038524,             0.00038524
                    236,                0.46643,                0.38133,                 1.0514,                 0.9809,                      1,                0.99333,                0.95023,                0.34508,                0.31765,                0.92879,             0.00037974,             0.00037974,             0.00037974
                    237,                0.46463,                0.40309,                 1.0413,                0.98082,                      1,                 0.9905,                0.94115,                0.33437,                0.30824,                0.91951,             0.00037424,             0.00037424,             0.00037424
                    238,                0.46307,                0.36871,                 1.0645,                0.98082,                      1,                 0.9905,                0.94115,                0.33437,                0.30824,                0.91951,             0.00036874,             0.00036874,             0.00036874
                    239,                0.43418,                0.33112,                 1.0084,                0.98072,                      1,                0.98983,                 0.9508,                0.32124,                0.29669,                0.91224,             0.00036324,             0.00036324,             0.00036324
                    240,                0.44218,                0.36868,                  1.028,                0.98072,                      1,                0.98983,                 0.9508,                0.32124,                0.29669,                0.91224,             0.00035774,             0.00035774,             0.00035774
                    241,                0.46891,                0.36188,                0.98964,                0.98046,                      1,                 0.9945,                 0.9593,                 0.3117,                0.28111,                0.91362,             0.00035224,             0.00035224,             0.00035224
                    242,                0.47184,                0.40818,                 1.0554,                0.98046,                      1,                 0.9945,                 0.9593,                 0.3117,                0.28111,                0.91362,             0.00034674,             0.00034674,             0.00034674
                    243,                0.41461,                0.34264,                 1.0125,                0.98042,                      1,                 0.9945,                0.95064,                0.31073,                 0.2739,                0.90887,             0.00034123,             0.00034123,             0.00034123
                    244,                0.44357,                0.35631,                 1.0533,                0.98042,                      1,                 0.9945,                0.95064,                0.31073,                 0.2739,                0.90887,             0.00033573,             0.00033573,             0.00033573
                    245,                0.41281,                0.36801,                 1.0172,                0.98059,                      1,                 0.9945,                0.94651,                0.31388,                 0.2723,                0.90687,             0.00033023,             0.00033023,             0.00033023
                    246,                0.42691,                0.34022,                 1.0175,                0.98059,                      1,                 0.9945,                0.94651,                0.31388,                 0.2723,                0.90687,             0.00032473,             0.00032473,             0.00032473
                    247,                0.48657,                 0.3784,                 1.0619,                0.98069,                      1,                 0.9945,                0.94228,                0.32592,                0.27053,                0.90942,             0.00031923,             0.00031923,             0.00031923
                    248,                0.44132,                0.36701,                 1.0592,                0.98069,                      1,                 0.9945,                0.94228,                0.32592,                0.27053,                0.90942,             0.00031373,             0.00031373,             0.00031373
                    249,                0.42411,                0.33838,                 1.0261,                0.98086,                      1,                 0.9945,                0.93881,                 0.3337,                 0.2721,                0.91186,             0.00030823,             0.00030823,             0.00030823
                    250,                 0.4343,                0.35328,                 1.0263,                0.98086,                      1,                 0.9945,                0.93881,                 0.3337,                 0.2721,                0.91186,             0.00030273,             0.00030273,             0.00030273
                    251,                 0.3854,                0.32098,                0.98237,                0.98078,                      1,                 0.9945,                0.94392,                0.32924,                0.26826,                0.90454,             0.00029723,             0.00029723,             0.00029723
                    252,                0.39086,                0.32194,                0.95869,                0.98078,                      1,                 0.9945,                0.94392,                0.32924,                0.26826,                0.90454,             0.00029172,             0.00029172,             0.00029172
                    253,                0.41133,                0.35697,                 0.9882,                0.98062,                      1,                 0.9945,                0.94996,                0.31966,                0.26363,                0.89749,             0.00028622,             0.00028622,             0.00028622
                    254,                0.43146,                0.37598,                 1.0014,                0.98062,                      1,                 0.9945,                0.94996,                0.31966,                0.26363,                0.89749,             0.00028072,             0.00028072,             0.00028072
                    255,                0.41676,                0.37486,                 1.0528,                0.98053,                      1,                 0.9945,                0.95677,                0.31646,                0.26094,                0.89871,             0.00027522,             0.00027522,             0.00027522
                    256,                 0.4506,                0.35997,                 1.0411,                0.98053,                      1,                 0.9945,                0.95677,                0.31646,                0.26094,                0.89871,             0.00026972,             0.00026972,             0.00026972
                    257,                 0.4384,                0.36785,                  1.028,                0.98046,                      1,                  0.994,                0.95383,                0.31662,                0.26442,                0.89783,             0.00026422,             0.00026422,             0.00026422
                    258,                0.42127,                0.35499,                 1.0397,                0.98046,                      1,                  0.994,                0.95383,                0.31662,                0.26442,                0.89783,             0.00025872,             0.00025872,             0.00025872
                    259,                0.44455,                0.33566,                 1.0145,                0.98032,                      1,                  0.994,                0.95584,                0.31063,                0.26958,                0.89491,             0.00025322,             0.00025322,             0.00025322
                    260,                 0.4132,                0.36997,                 1.0012,                0.98032,                      1,                  0.994,                0.95584,                0.31063,                0.26958,                0.89491,             0.00024772,             0.00024772,             0.00024772
                    261,                0.39182,                0.34961,                0.99757,                0.98029,                      1,                  0.994,                0.95599,                0.30975,                0.27414,                0.89494,             0.00024222,             0.00024222,             0.00024222
                    262,                0.38017,                0.34976,                0.96139,                0.98029,                      1,                  0.994,                0.95599,                0.30975,                0.27414,                0.89494,             0.00023671,             0.00023671,             0.00023671
                    263,                0.38904,                0.33226,                0.97021,                0.98084,                      1,                  0.994,                0.95226,                0.30505,                0.27005,                0.89093,             0.00023121,             0.00023121,             0.00023121
                    264,                0.39558,                0.34205,                0.99464,                0.98084,                      1,                  0.994,                0.95226,                0.30505,                0.27005,                0.89093,             0.00022571,             0.00022571,             0.00022571
                    265,                0.36683,                0.31427,                0.99258,                0.98095,                      1,                  0.994,                0.95961,                0.29488,                0.26191,                0.88437,             0.00022021,             0.00022021,             0.00022021
                    266,                0.39389,                0.34258,                 1.0026,                0.98095,                      1,                  0.994,                0.95961,                0.29488,                0.26191,                0.88437,             0.00021471,             0.00021471,             0.00021471
                    267,                0.38619,                0.32278,                0.99767,                0.98095,                      1,                  0.994,                0.95027,                0.29469,                0.26316,                0.88246,             0.00020921,             0.00020921,             0.00020921
                    268,                0.36677,                 0.3313,                 1.0211,                0.98095,                      1,                  0.994,                0.95027,                0.29469,                0.26316,                0.88246,             0.00020371,             0.00020371,             0.00020371
                    269,                0.39485,                0.32874,                 1.0035,                0.98031,                      1,                  0.994,                0.94802,                0.30856,                 0.2599,                0.88984,             0.00019821,             0.00019821,             0.00019821
                    270,                0.40376,                0.33848,                0.98439,                0.98031,                      1,                  0.994,                0.94802,                0.30856,                 0.2599,                0.88984,             0.00019271,             0.00019271,             0.00019271
                    271,                0.38275,                0.32204,                0.96781,                0.98023,                      1,                  0.994,                 0.9488,                0.31232,                0.25759,                0.89248,              0.0001872,              0.0001872,              0.0001872
                    272,                 0.4492,                 0.3504,                0.98153,                0.98023,                      1,                  0.994,                 0.9488,                0.31232,                0.25759,                0.89248,              0.0001817,              0.0001817,              0.0001817
                    273,                0.41393,                0.36082,                 1.0122,                0.98102,                      1,                  0.994,                0.95218,                0.31009,                0.26006,                0.89279,              0.0001762,              0.0001762,              0.0001762
                    274,                0.44946,                0.33569,                 1.0406,                0.98102,                      1,                  0.994,                0.95218,                0.31009,                0.26006,                0.89279,              0.0001707,              0.0001707,              0.0001707
                    275,                0.39274,                0.32627,                 1.0076,                0.98116,                      1,                 0.9945,                0.95106,                 0.3046,                0.26441,                0.89217,              0.0001652,              0.0001652,              0.0001652
                    276,                0.37587,                0.33139,                0.98845,                0.98116,                      1,                 0.9945,                0.95106,                 0.3046,                0.26441,                0.89217,              0.0001597,              0.0001597,              0.0001597
                    277,                0.40356,                0.32767,                 1.0748,                0.98106,                      1,                  0.995,                0.95857,                 0.2975,                 0.2676,                0.88851,              0.0001542,              0.0001542,              0.0001542
                    278,                0.39793,                0.34815,                 1.0134,                0.98106,                      1,                  0.995,                0.95857,                 0.2975,                 0.2676,                0.88851,              0.0001487,              0.0001487,              0.0001487
                    279,                0.36248,                0.35005,                0.99178,                0.98083,                      1,                  0.995,                0.96321,                0.29344,                0.26865,                0.88673,              0.0001432,              0.0001432,              0.0001432
                    280,                0.38332,                 0.3103,                0.94943,                0.98083,                      1,                  0.995,                0.96321,                0.29344,                0.26865,                0.88673,             0.00013769,             0.00013769,             0.00013769
                    281,                 0.4119,                0.33069,                 1.0092,                0.98071,                      1,                  0.995,                0.96594,                 0.2913,                 0.2672,                0.88431,             0.00013219,             0.00013219,             0.00013219
                    282,                0.38196,                0.30421,                0.96676,                0.98071,                      1,                  0.995,                0.96594,                 0.2913,                 0.2672,                0.88431,             0.00012669,             0.00012669,             0.00012669
                    283,                0.39661,                0.33809,                0.99038,                0.98069,                      1,                  0.995,                0.97627,                 0.2907,                0.26311,                0.88271,             0.00012119,             0.00012119,             0.00012119
                    284,                0.44149,                0.35713,                  1.052,                0.98069,                      1,                  0.995,                0.97627,                 0.2907,                0.26311,                0.88271,             0.00011569,             0.00011569,             0.00011569
                    285,                 0.3962,                0.35826,                 1.0111,                0.98069,                      1,                  0.995,                0.97061,                0.29122,                 0.2614,                0.88123,             0.00011019,             0.00011019,             0.00011019
                    286,                0.38259,                0.31567,                0.99891,                0.98069,                      1,                  0.995,                0.97061,                0.29122,                 0.2614,                0.88123,             0.00010469,             0.00010469,             0.00010469
                    287,                0.43628,                0.37038,                 1.0026,                0.98073,                      1,                  0.995,                0.97302,                0.29323,                0.25777,                0.88046,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    288,                0.35023,                0.30028,                0.95729,                0.98073,                      1,                  0.995,                0.97302,                0.29323,                0.25777,                0.88046,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    289,                0.38476,                 0.3354,                0.98265,                 0.9808,                      1,                  0.995,                0.97248,                0.29165,                0.25553,                0.87976,             8.8184e-05,             8.8184e-05,             8.8184e-05
                    290,                  0.411,                0.34098,                0.98757,                 0.9808,                      1,                  0.995,                0.97248,                0.29165,                0.25553,                0.87976,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    291,                0.28708,                0.24987,                0.88102,                0.98095,                      1,                  0.995,                0.97096,                0.28607,                0.25243,                0.87904,             7.7182e-05,             7.7182e-05,             7.7182e-05
                    292,                0.30169,                0.26485,                0.91156,                0.98095,                      1,                  0.995,                0.97096,                0.28607,                0.25243,                0.87904,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    293,                0.28668,                0.25588,                0.91827,                0.98098,                      1,                 0.9945,                0.97602,                0.28273,                0.25024,                0.87769,              6.618e-05,              6.618e-05,              6.618e-05
                    294,                0.30679,                0.26506,                0.92262,                0.98098,                      1,                 0.9945,                0.97602,                0.28273,                0.25024,                0.87769,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    295,                 0.2982,                0.25247,                 0.9508,                0.98103,                      1,                  0.994,                0.97545,                 0.2799,                0.24914,                0.87766,             5.5178e-05,             5.5178e-05,             5.5178e-05
                    296,                0.29336,                0.25788,                0.97037,                0.98103,                      1,                  0.994,                0.97545,                 0.2799,                0.24914,                0.87766,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    297,                0.27605,                0.24778,                0.90534,                0.98114,                      1,                0.99283,                 0.9746,                0.27659,                0.24888,                0.87732,             4.4176e-05,             4.4176e-05,             4.4176e-05
                    298,                0.30557,                0.25082,                0.93796,                0.98114,                      1,                0.99283,                 0.9746,                0.27659,                0.24888,                0.87732,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    299,                0.29482,                0.25296,                0.91722,                0.98123,                      1,                0.99217,                0.97101,                0.27605,                0.25121,                0.87918,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    300,                0.29407,                0.24357,                0.86986,                0.98123,                      1,                0.99217,                0.97101,                0.27605,                0.25121,                0.87918,             2.7672e-05,             2.7672e-05,             2.7672e-05
